,Unnamed: 0,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean
1259,1259,1.3428211890776228e+18,"The “Justice” Department and the FBI have done nothing about the 2020 Presidential Election Voter Fraud, the biggest SCAM in our nation’s history, despite overwhelming evidence. They should be ashamed. History will remember. Never give up. See everyone in D.C. on January 6th.",False,False,257256,68902,2020-12-26,"the “justice” department and the fbi have done nothing about the 2020 presidential election voter fraud, the biggest scam in our nation’s history, despite overwhelming evidence. they should be ashamed. history will remember. never give up. see everyone in d.c. on january 6th."
1260,1260,1.324401527663059e+18,STOP THE FRAUD!,False,False,0,0,2020-11-05,stop the fraud!
1261,1261,1.342823967019688e+18,"I simply want to get out great people $2000, rather than the measly $600 that is now in the bill. Also, stop the billions of dollars in “pork”.",False,False,72820,15261,2020-12-26,"i simply want to get out great people $2000, rather than the measly $600 that is now in the bill. also, stop the billions of dollars in “pork”."
1263,1263,1.3428260197456404e+18,"Where the hell is the Durham Report? They spied on my campaign, colluded with Russia (and others), and got caught. Read the Horowitz Reports about Comey & McCabe. Even the Fake News @nytimes said “bad”. They tried it all, and failed, so now they are trying to steal the election!",False,False,225539,60922,2020-12-26,"where the hell is the durham report? they spied on my caign, colluded with russia (and others), and got caught. read the horowitz reports about comey & mccabe. even the fake news said “bad”. they tried it all, and failed, so now they are trying to steal the election!"
1264,1264,1.324493225579696e+18,News Conference at 6:30 P.M.,False,False,400478,42461,2020-11-05,news conference at 6:30 p.m.
1265,1265,1.3428305051637064e+18,"The U.S. Supreme Court has been totally incompetent and weak on the massive Election Fraud that took place in the 2020 Presidential Election. We have absolute PROOF, but they don’t want to see it - No “standing”, they say. If we have corrupt elections, we have no country!",False,False,275791,70236,2020-12-26,"the u.s. supreme court has been totally incompetent and weak on the massive election fraud that took place in the 2020 presidential election. we have absolute proof, but they don’t want to see it - no “standing”, they say. if we have corrupt elections, we have no country!"
1266,1266,1.3407163952864133e+18,Wow! https://t.co/gAttnzPa5d,False,False,134933,40197,2020-12-20,wow!
1267,1267,1.342832582606598e+18,"A young military man working in Afghanistan told me that elections in Afghanistan are far more secure and much better run than the USA’s 2020 Election. Ours, with its millions and millions of corrupt Mail-In Ballots, was the election of a third world country. Fake President!",False,False,263746,60571,2020-12-26,"a young military man working in afghanistan told me that elections in afghanistan are far more secure and much better run than the usa’s 2020 election. ours, with its millions and millions of corrupt mail-in ballots, was the election of a third world country. fake president!"
1269,1269,1.3428352333061243e+18,"I simply want to get our great people $2000, rather than the measly $600 that is now in the bill. Also, stop the billions of dollars in “pork”.",False,False,413384,74790,2020-12-26,"i simply want to get our great people $2000, rather than the measly $600 that is now in the bill. also, stop the billions of dollars in “pork”."
1270,1270,1.3246125606462628e+18,"So now the Democrats are working to gain control of the U.S. Senate through their actions on John James, David Perdue, and more. Would End the Filibuster, “Life”, 2A, and would Pack and Rotate the Court. Presidency becomes even more important. We will win!",False,False,341299,67855,2020-11-06,"so now the democrats are working to gain control of the u.s. senate through their actions on john james, david perdue, and more. would end the filibuster, “life”, 2a, and would pack and rotate the court. presidency becomes even more important. we will win!"
1271,1271,1.3246131814661734e+18,"I easily WIN the Presidency of the United States with LEGAL VOTES CAST. The OBSERVERS were not allowed, in any way, shape, or form, to do their job and therefore, votes accepted during this period must be determined to be ILLEGAL VOTES. U.S. Supreme Court should decide!",False,False,0,0,2020-11-06,"i easily win the presidency of the united states with legal votes cast. the observers were not allowed, in any way, shape, or form, to do their job and therefore, votes accepted during this period must be determined to be illegal votes. u.s. supreme court should decide!"
1272,1272,1.3246133752136212e+18,"Twitter is out of control, made possible through the government gift of Section 230!",False,False,498134,90010,2020-11-06,"twitter is out of control, made possible through the government gift of section 230!"
1273,1273,1.342872502306009e+18,Thank you Mark. Big numbers found in Arizona.We must win for our Country! https://t.co/I6UXM3cz42,False,False,167379,37674,2020-12-26,thank you mark. big numbers found in arizona.we must win for our country!
1274,1274,1.342908782934958e+18,"The lockdowns in Democrat run states are absolutely ruining the lives of so many people - Far more than the damage that would be caused by the China Virus. Cases in California have risen despite the lockdown, yet Florida & others are open & doing well. Common sense please!",False,False,358537,83037,2020-12-26,"the lockdowns in democrat run states are absolutely ruining the lives of so many people - far more than the damage that would be caused by the china virus. cases in california have risen despite the lockdown, yet florida & others are open & doing well. common sense please!"
1275,1275,1.324730186798162e+18,“Philadelpiha has got a rotten history on election integrity.” @Varneyco @FoxBusiness,False,False,312462,51842,2020-11-06,“philadelpiha has got a rotten history on election integrity.”
1276,1276,1.3247505688171028e+18,"....has been able to render decisions in a matter of days.” Ken Starr, former Independent Counsel @Varneyco",False,False,156526,28012,2020-11-06,"....has been able to render decisions in a matter of days.” ken starr, former independent counsel"
1277,1277,1.32475056509261e+18,"....hopefully this will be corrected at the Supreme Court of the United States. Also, these late ballots past Election Day are illegal, exactly what the President has been saying. The Supreme Court, in extraordinary circumstances,...",False,False,176771,32919,2020-11-06,"....hopefully this will be corrected at the supreme court of the united states. also, these late ballots past election day are illegal, exactly what the president has been saying. the supreme court, in extraordinary circumstances,..."
1278,1278,1.3247505615148485e+18,"....Legislature. They just ignored that, ignored the Constitution. Now we bring it down to the counting houses, and outrageously, observers, who are the sentinels of integrity & transparency, were excluded. Pennsylvania has conducted itself in a horrible lawless way, and....",False,False,73340,18399,2020-11-06,"....legislature. they just ignored that, ignored the constitution. now we bring it down to the counting houses, and outrageously, observers, who are the sentinels of integrity & transparency, were excluded. pennsylvania has conducted itself in a horrible lawless way, and...."
1280,1280,1.343027900740735e+18,"$2000 + $2000 plus other family members. Not $600. Remember, it was China’s fault!",False,False,400575,69888,2020-12-27,"$2000 + $2000 plus other family members. not $600. remember, it was china’s fault!"
1281,1281,1.3247526599963976e+18,"With the attack by the Radical Left Dems on the Republican Senate, the Presidency becomes even more important!",False,False,416028,68191,2020-11-06,"with the attack by the radical left dems on the republican senate, the presidency becomes even more important!"
