,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean,doc,lemmas
790,1.3361506118894264e+18,THANK YOU GEORGIA! https://t.co/62s0XaiYPI,False,False,190400,31695,2020-12-08,THANK YOU GEORGIA!,THANK YOU GEORGIA!,"['thank', 'you', 'georgia', '!']"
793,1.336177638528983e+18,"Georgia is watching @BrianKempGA, @GeoffDuncanGA, and @GaSecofState! https://t.co/8R8rH8aV9U",False,False,95512,26391,2020-12-08,"Georgia is watching , , and !","Georgia is watching , , and !","['georgia', 'be', 'watch', ',', ',', 'and', '!']"
794,1.3363035634259108e+18,"I hope House Republicans will vote against the very weak National Defense Authorization Act (NDAA), which I will VETO. Must include a termination of Section 230 (for National Security purposes), preserve our National Monuments, & allow for 5G & troupe reductions in foreign lands!",False,True,62753,13744,2020-12-08,"I hope House Republicans will vote against the very weak National Defense Authorization Act (NDAA), which I will VETO. Must include a termination of Section 230 (for National Security purposes), preserve our National Monuments, & allow for 5G & troupe reductions in foreign lands!","I hope House Republicans will vote against the very weak National Defense Authorization Act (NDAA), which I will VETO. Must include a termination of Section 230 (for National Security purposes), preserve our National Monuments, & allow for 5G & troupe reductions in foreign lands!","['i', 'hope', 'house', 'republicans', 'will', 'vote', 'against', 'the', 'very', 'weak', 'national', 'defense', 'authorization', 'act', '(', 'ndaa', ')', ',', 'which', 'i', 'will', 'veto', '.', 'must', 'include', 'a', 'termination', 'of', 'section', '230', '(', 'for', 'national', 'security', 'purpose', ')', ',', 'preserve', 'our', 'national', 'monuments', ',', '&', 'allow', 'for', '5', 'g', '&', 'troupe', 'reduction', 'in', 'foreign', 'land', '!']"
796,1.3363187601064714e+18,"I hope House Republicans will vote against the very weak National Defense Authorization Act (NDAA), which I will VETO. Must include a termination of Section 230 (for National Security purposes), preserve our National Monuments, & allow for 5G & troop reductions in foreign lands!",False,False,167263,33331,2020-12-08,"I hope House Republicans will vote against the very weak National Defense Authorization Act (NDAA), which I will VETO. Must include a termination of Section 230 (for National Security purposes), preserve our National Monuments, & allow for 5G & troop reductions in foreign lands!","I hope House Republicans will vote against the very weak National Defense Authorization Act (NDAA), which I will VETO. Must include a termination of Section 230 (for National Security purposes), preserve our National Monuments, & allow for 5G & troop reductions in foreign lands!","['i', 'hope', 'house', 'republicans', 'will', 'vote', 'against', 'the', 'very', 'weak', 'national', 'defense', 'authorization', 'act', '(', 'ndaa', ')', ',', 'which', 'i', 'will', 'veto', '.', 'must', 'include', 'a', 'termination', 'of', 'section', '230', '(', 'for', 'national', 'security', 'purpose', ')', ',', 'preserve', 'our', 'national', 'monuments', ',', '&', 'allow', 'for', '5', 'g', '&', 'troop', 'reduction', 'in', 'foreign', 'land', '!']"
799,1.336320843484287e+18,"...And it’s not normal when a sitting Senator is forced to retire because his Arizona poll numbers were so low that he would have come out dead last in the Republican Primary, and had zero chance of winning the general election. Great job Jeff! https://t.co/5kbOQIpstq",False,False,91084,18782,2020-12-08,"...And it’s not normal when a sitting Senator is forced to retire because his Arizona poll numbers were so low that he would have come out dead last in the Republican Primary, and had zero chance of winning the general election. Great job Jeff!","...And it’s not normal when a sitting Senator is forced to retire because his Arizona poll numbers were so low that he would have come out dead last in the Republican Primary, and had zero chance of winning the general election. Great job Jeff!","['...', 'and', 'it', '’', 'not', 'normal', 'when', 'a', 'sit', 'senator', 'be', 'force', 'to', 'retire', 'because', 'his', 'arizona', 'poll', 'number', 'be', 'so', 'low', 'that', 'he', 'would', 'have', 'come', 'out', 'dead', 'last', 'in', 'the', 'republican', 'primary', ',', 'and', 'have', 'zero', 'chance', 'of', 'win', 'the', 'general', 'election', '.', 'great', 'job', 'jeff', '!']"
802,1.3363224089705595e+18,Thank you to Speaker Cutler and all others in Pennsylvania and elsewhere who fully understand what went on in the 2020 Election. It’s called total corruption! https://t.co/qqmwh17jOg,False,False,91465,20660,2020-12-08,Thank you to Speaker Cutler and all others in Pennsylvania and elsewhere who fully understand what went on in the 2020 Election. It’s called total corruption!,Thank you to Speaker Cutler and all others in Pennsylvania and elsewhere who fully understand what went on in the 2020 Election. It’s called total corruption!,"['thank', 'you', 'to', 'speaker', 'cutler', 'and', 'all', 'other', 'in', 'pennsylvania', 'and', 'elsewhere', 'who', 'fully', 'understand', 'what', 'go', 'on', 'in', 'the', '2020', 'election', '.', 'it', '’s', 'call', 'total', 'corruption', '!']"
812,1.3363851539297935e+18,"Governor Kemp (@BrianKempGA) is down 18 points in a recent poll. Don’t believe it, must be more!",False,False,183468,29791,2020-12-08,"Governor Kemp () is down 18 points in a recent poll. Don’t believe it, must be more!","Governor Kemp () is down 18 points in a recent poll. Don’t believe it, must be more!","['governor', 'kemp', '(', ')', 'be', 'down', '18', 'point', 'in', 'a', 'recent', 'poll', '.', 'do', 'not', 'believe', 'it', ',', 'must', 'be', 'more', '!']"
823,1.336404093028479e+18,.@BrianKempGA and puppet @GeoffDuncanGA. Your poll numbers are tanking like seldom seen before. Always said Georgians are smart! https://t.co/DWxy6Mi3mf,False,False,70563,15554,2020-12-08,. and puppet . Your poll numbers are tanking like seldom seen before. Always said Georgians are smart!,. and puppet . Your poll numbers are tanking like seldom seen before. Always said Georgians are smart!,"['.', 'and', 'puppet', '.', 'your', 'poll', 'number', 'be', 'tank', 'like', 'seldom', 'see', 'before', '.', 'always', 'say', 'georgians', 'be', 'smart', '!']"
825,1.3364053372855173e+18,The got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy! https://t.co/gPpVWUUs91,False,True,14491,4562,2020-12-08,The got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy!,The got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy!,"['the', 'get', 'catch', 'because', 'we', 'be', 'lead', 'by', 'so', 'much', 'more', 'than', 'they', 'ever', 'think', 'possible', '.', 'late', 'night', 'ballot', '""', 'dump', '""', 'go', 'crazy', '!']"
831,1.336407510069162e+18,They got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy! https://t.co/gPpVWUUs91,False,False,147954,38027,2020-12-08,They got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy!,They got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy!,"['they', 'get', 'catch', 'because', 'we', 'be', 'lead', 'by', 'so', 'much', 'more', 'than', 'they', 'ever', 'think', 'possible', '.', 'late', 'night', 'ballot', '""', 'dump', '""', 'go', 'crazy', '!']"
839,1.336666810742149e+18,"This was not my case as has been so incorrectly reported. The case that everyone has been waiting for is the State’s case with Texas and numerous others joining. It is very strong, ALL CRITERIA MET. How can you have a presidency when a vast majority think the election was RIGGED? https://t.co/ZKu9sNVz2U",False,False,114961,27610,2020-12-09,"This was not my case as has been so incorrectly reported. The case that everyone has been waiting for is the State’s case with Texas and numerous others joining. It is very strong, ALL CRITERIA MET. How can you have a presidency when a vast majority think the election was RIGGED?","This was not my case as has been so incorrectly reported. The case that everyone has been waiting for is the State’s case with Texas and numerous others joining. It is very strong, ALL CRITERIA MET. How can you have a presidency when a vast majority think the election was RIGGED?","['this', 'be', 'not', 'my', 'case', 'as', 'have', 'be', 'so', 'incorrectly', 'report', '.', 'the', 'case', 'that', 'everyone', 'have', 'be', 'wait', 'for', 'be', 'the', 'state', '’s', 'case', 'with', 'texas', 'and', 'numerous', 'other', 'join', '.', 'it', 'be', 'very', 'strong', ',', 'all', 'criteria', 'met', '.', 'how', 'can', 'you', 'have', 'a', 'presidency', 'when', 'a', 'vast', 'majority', 'think', 'the', 'election', 'be', 'rigged', '?']"
846,1.336680803682693e+18,RIGGED ELECTION!,False,False,337826,54854,2020-12-09,RIGGED ELECTION!,RIGGED ELECTION!,"['rigged', 'election', '!']"
847,1.3366807135680717e+18,There is massive evidence of widespread fraud in the four states (plus) mentioned in the Texas suit. Just look at all of the tapes and affidavits!,False,False,193520,39561,2020-12-09,There is massive evidence of widespread fraud in the four states (plus) mentioned in the Texas suit. Just look at all of the tapes and affidavits!,There is massive evidence of widespread fraud in the four states (plus) mentioned in the Texas suit. Just look at all of the tapes and affidavits!,"['there', 'be', 'massive', 'evidence', 'of', 'widespread', 'fraud', 'in', 'the', 'four', 'state', '(', 'plus', ')', 'mention', 'in', 'the', 'texas', 'suit', '.', 'just', 'look', 'at', 'all', 'of', 'the', 'tape', 'and', 'affidavit', '!']"
851,1.3366868676563558e+18,This case had nothing to do with me. Fake News (as usual!). https://t.co/CZnO4GFcco,False,False,75085,14888,2020-12-09,This case had nothing to do with me. Fake News (as usual!).,This case had nothing to do with me. Fake News (as usual!).,"['this', 'case', 'have', 'nothing', 'to', 'do', 'with', 'i', '.', 'fake', 'news', '(', 'as', 'usual', '!', ')', '.']"
853,1.3366915153982505e+18,"We will soon be learning about the word “courage”, and saving our Country. I received hundreds of thousands of legal votes more, in all of the Swing States, than did my opponent.   ALL Data taken after the vote says that it was impossible for me to lose, unless FIXED!",False,False,213968,47192,2020-12-09,"We will soon be learning about the word “courage”, and saving our Country. I received hundreds of thousands of legal votes more, in all of the Swing States, than did my opponent. ALL Data taken after the vote says that it was impossible for me to lose, unless FIXED!","We will soon be learning about the word “courage”, and saving our Country. I received hundreds of thousands of legal votes more, in all of the Swing States, than did my opponent. ALL Data taken after the vote says that it was impossible for me to lose, unless FIXED!","['we', 'will', 'soon', 'be', 'learn', 'about', 'the', 'word', '""', 'courage', '""', ',', 'and', 'save', 'our', 'country', '.', 'i', 'receive', 'hundred', 'of', 'thousand', 'of', 'legal', 'vote', 'more', ',', 'in', 'all', 'of', 'the', 'swing', 'states', ',', 'than', 'do', 'my', 'opponent', '.', 'all', 'data', 'take', 'after', 'the', 'vote', 'say', 'that', 'it', 'be', 'impossible', 'for', 'i', 'to', 'lose', ',', 'unless', 'fixed', '!']"
855,1.336691981981016e+18,"No candidate has ever won both Florida and Ohio and lost. I won them both, by a lot! #SupremeCourt",False,False,335532,55039,2020-12-09,"No candidate has ever won both Florida and Ohio and lost. I won them both, by a lot! SupremeCourt","No candidate has ever won both Florida and Ohio and lost. I won them both, by a lot! SupremeCourt","['no', 'candidate', 'have', 'ever', 'win', 'both', 'florida', 'and', 'ohio', 'and', 'lose', '.', 'i', 'win', 'they', 'both', ',', 'by', 'a', 'lot', '!', 'supremecourt']"
856,1.3366957460291215e+18,#OVERTURN,False,False,307336,56734,2020-12-09,OVERTURN,OVERTURN,['overturn']
860,1.3367309061077688e+18,"If somebody cheated in the Election, which the Democrats did, why wouldn’t the Election be immediately overturned? How can a Country be run like this?",False,False,262143,51997,2020-12-09,"If somebody cheated in the Election, which the Democrats did, why wouldn’t the Election be immediately overturned? How can a Country be run like this?","If somebody cheated in the Election, which the Democrats did, why wouldn’t the Election be immediately overturned? How can a Country be run like this?","['if', 'somebody', 'cheat', 'in', 'the', 'election', ',', 'which', 'the', 'democrats', 'do', ',', 'why', 'would', 'not', 'the', 'election', 'be', 'immediately', 'overturn', '?', 'how', 'can', 'a', 'country', 'be', 'run', 'like', 'this', '?']"
